,Participant,Brand,Brand_First_Char,ResponseCode,Participant_Stimuli,Hbo_Op1,Hbo_Op2,Hbo_Op3,Hbo_Op4,Hbo_Op5,Hbo_Op6,Hbo_Op7,Hbo_Op8,Hbo_Op9,Hbo_Op10,Hbo_Op11,Hbo_Op12,Hbo_Op13,Hbo_Op14,Hbo_Op15,Hbo_Op16,Hbr_Op1,Hbr_Op2,Hbr_Op3,Hbr_Op4,Hbr_Op5,Hbr_Op6,Hbr_Op7,Hbr_Op8,Hbr_Op9,Hbr_Op10,Hbr_Op11,Hbr_Op12,Hbr_Op13,Hbr_Op14,Hbr_Op15,Hbr_Op16,Hbt_Op1,Hbt_Op2,Hbt_Op3,Hbt_Op4,Hbt_Op5,Hbt_Op6,Hbt_Op7,Hbt_Op8,Hbt_Op9,Hbt_Op10,Hbt_Op11,Hbt_Op12,Hbt_Op13,Hbt_Op14,Hbt_Op15,Hbt_Op16,Oxy_Op1,Oxy_Op2,Oxy_Op3,Oxy_Op4,Oxy_Op5,Oxy_Op6,Oxy_Op7,Oxy_Op8,Oxy_Op9,Oxy_Op10,Oxy_Op11,Oxy_Op12,Oxy_Op13,Oxy_Op14,Oxy_Op15,Oxy_Op16
475,6,N02,N,0,6_12,-0.000838118,-0.05939358,-0.108492083,-0.03602984,-0.003504577,-0.015555746,0.086166191,0.030232281,0.04370339,0.035304621,-0.017962851,0.011912359,-0.080327735,-0.034004327,0.005412807,0.034590882,0.007429054,0.032213885,0.169415052,0.042792018,0.015216255,0.003783859,0.01021157,-0.019802695,-0.001602189,-0.019835992,0.025266215,-0.014637209,0.030866089,-0.038359215,0.005894328,-0.094863425,0.006588089,-0.027179695,0.060922969,0.006762178,0.011697846,-0.011771887,0.096377761,0.010402346,0.042101201,0.015541147,0.007303364,-0.002824478,-0.049461645,-0.072363542,0.011347109,-0.060272543,-0.008317856,-0.091607465,-0.277907135,-0.078821858,-0.018566046,-0.019339605,0.075954621,0.05002464,0.045305579,0.05520169,-0.043229067,0.026610808,-0.111193824,0.004354888,-0.000471101,0.129454308
491,7,N10,N,0,7_20,-0.000859851,-0.067944121,-0.090363801,-0.166507505,-0.003461886,-0.126423426,0.025276512,0.02868804,0.015460824,0.017911914,0.046344665,-0.031465076,-0.024767804,-0.07223522,0.005428776,-0.00464949,0.007418667,-0.047196575,0.045394008,0.083497785,0.015169468,0.177850333,0.074173748,0.021790276,0.016045666,-0.087847807,-0.041784901,0.01040691,0.126133975,0.039473171,0.005884134,-0.02141699,0.006582501,-0.115140696,-0.044969793,-0.083009719,0.011651231,0.051426907,0.09945026,0.050478317,0.031481454,-0.069935893,0.004559764,-0.021058166,0.10136617,-0.032762049,0.011343974,-0.025904345,-0.008302144,-0.020747546,-0.135757809,-0.25000529,-0.018643747,-0.30427376,-0.048897236,0.006897764,-0.000596654,0.105759721,0.088129566,-0.041871986,-0.150901779,-0.111708391,-0.000495677,0.016743552
507,7,R03,R,0,7_23,-0.000787594,0.252410555,0.353599292,0.439002337,-0.003694309,0.283308897,0.082411679,0.13107334,0.015229635,0.226993491,0.000303938,0.296876487,0.681471244,0.561495311,0.005710869,-0.003572629,0.007295585,-0.338686122,-0.255168591,-0.472396144,0.014800699,-0.207047838,0.035652287,-0.037501856,0.015096106,-0.10077017,0.011776186,-0.161058081,-0.644544806,-0.522838478,0.006006393,-0.021740244,0.006612657,-0.086275567,0.098430701,-0.032153152,0.011826793,0.076261059,0.118063966,0.093571484,0.031814721,0.126228334,0.012032907,0.135818406,0.036926438,0.038656832,0.011375709,-0.024907911,-0.008223717,0.591096677,0.608767883,0.912639136,-0.018142024,0.490356735,0.046759392,0.168575195,-0.000386384,0.327768674,-0.011799958,0.457934567,1.32601605,1.084333789,-0.000292192,0.017094744
523,7,N09,N,0,7_19,-0.000806183,-0.029952098,-0.014628969,-0.073029195,-0.003435053,-0.040980777,-0.049700555,-0.034875164,0.015317643,0.021487863,0.000125036,0.012050742,0.149235573,0.006797314,0.005495302,-0.004608481,0.007440089,-0.160897283,-0.077923453,-0.068619862,0.015217104,0.06099139,0.176247199,0.155927448,0.016182551,0.02642095,0.01197286,-0.014686402,-0.367281191,-0.136804729,0.005905667,-0.021364143,0.006577398,-0.190849381,-0.092552422,-0.141649058,0.01163179,0.020010613,0.126546644,0.121052284,0.031437457,0.047908813,0.011842964,-0.002808927,-0.218045618,-0.130007415,0.011345718,-0.02613436,-0.008280245,0.130945185,0.063294484,-0.004409333,-0.018599005,-0.101972166,-0.225947753,-0.190802612,-0.000669093,-0.004933087,-0.011889312,0.026628897,0.516516764,0.143602043,-0.000418649,0.016793018
534,7,N01,N,0,7_11,-0.000835332,-0.0826645,-0.177417422,-0.210365283,-0.003620512,-0.131273529,-0.159983522,-0.135189103,0.015458591,0.035341453,-0.314553435,-0.177455693,-0.503803178,-0.307573269,0.005385806,-0.00478975,0.007347624,0.021151923,0.033848518,0.066627586,0.014903191,0.021096843,0.002118765,-0.080236513,0.015921015,-0.019825066,0.176658684,0.071760021,0.481208578,0.255644218,0.005937346,-0.021240155,0.006603815,-0.061512577,-0.143568904,-0.143737697,0.011294014,-0.110176687,-0.157864757,-0.215425617,0.031402459,0.015357971,-0.137896298,-0.105695671,-0.0225946,-0.051929051,0.011357082,-0.026152307,-0.008298988,-0.103816423,-0.21126594,-0.27699287,-0.018442745,-0.152370372,-0.162102287,-0.05495259,-0.000705015,0.055066315,-0.491214432,-0.249215714,-0.985011757,-0.563217486,-0.000535185,0.016564923
550,7,N03,N,0,7_13,-0.000835428,0.001467137,-0.098852011,-0.10259386,-0.003268659,0.062147138,0.136517654,0.152105929,0.015460824,0.009214744,-0.260488544,-0.140535412,-0.02027174,-0.006322899,0.005547898,-0.004672754,0.007313002,-0.048250973,0.042968975,0.069375052,0.015159705,-0.028150682,-0.136794059,-0.143129119,0.016072978,0.01720788,0.288605117,0.169593422,0.015628439,-0.014972657,0.005943131,-0.021325587,0.006624504,-0.046783835,-0.055883036,-0.033218808,0.011583083,0.033996456,-0.000276405,0.00897681,0.031459529,0.026422624,0.028116573,0.029058011,-0.004503361,-0.02105932,0.011361866,-0.025956567,-0.008284425,0.04971811,-0.141820986,-0.171968912,-0.018254716,0.09029782,0.273311714,0.295235048,-0.000701883,-0.007993136,-0.549093662,-0.310128834,-0.035843113,0.008681409,-0.000420066,0.016743978
566,7,N07,N,0,7_17,-0.000939122,-0.13220027,-0.308886423,-0.206583532,-0.003480753,-0.076345731,-0.029139505,0.053940527,0.015283762,-0.042224448,-0.12779211,-0.020436326,0.066737981,0.127263627,0.005444684,-0.004554564,0.007502371,0.112610227,0.232838173,0.163430343,0.015392109,0.062160137,0.036309871,-0.021371408,0.016154891,-0.010254487,0.069274276,-0.059978815,-0.12737138,-0.103094643,0.005935262,-0.021343471,0.00655004,-0.019590043,-0.076048249,-0.043153189,0.01143391,-0.014185594,0.007170366,0.032569119,0.031401586,-0.052478935,-0.058517834,-0.080415142,-0.060633399,0.024168984,0.011355255,-0.025869166,-0.008348453,-0.244810497,-0.541724596,-0.370013874,-0.018701156,-0.138505869,-0.065449376,0.075311934,-0.000702555,-0.03196996,-0.197066386,0.039542489,0.194109362,0.230358269,-0.000450894,0.016787124
582,7,R10,R,0,7_30,-0.000922981,0.097735019,-0.057168036,-0.077337497,-0.003517768,-0.116615245,-0.162053414,-0.013267192,0.015321179,0.035430336,-2.12E-05,0.05359992,-0.242063829,-0.017454276,0.005443674,-0.004502939,0.0074459,-0.100913828,-0.111646541,-0.032205786,0.015131915,0.085496034,0.1660849,0.121626132,0.016160413,-0.019823141,0.011910568,0.048423817,0.118610847,0.028570378,0.005890415,-0.021368655,0.006566957,-0.003178808,-0.168814578,-0.109543283,0.011453349,-0.031119211,0.004031486,0.10835894,0.031411059,0.015696519,0.011856591,0.102023737,-0.123452982,0.011116102,0.011343627,-0.025951967,-0.008284818,0.198648847,0.054478505,-0.04513171,-0.01866813,-0.202111279,-0.328138314,-0.134893324,-0.000676387,0.055246049,-0.011928842,0.005176103,-0.360674676,-0.046024655,-0.00050683,0.016737293
593,7,N02,N,0,7_12,-0.001011206,-0.200029088,-0.329648289,-0.225998042,-0.003841219,-0.120650192,-0.144104726,-0.076307047,0.015276513,-0.031821153,-0.000128426,-0.030388179,-0.449922105,-0.243594046,0.005358827,-0.004729443,0.007523032,0.008652408,0.391161538,0.262631386,0.014781339,0.130055653,0.01103754,-0.021400949,0.016170877,0.117046782,0.011798036,0.196313809,0.357940741,0.174226794,0.005937789,-0.021274523,0.006527788,-0.19137668,0.061513249,0.036633344,0.01153796,0.009405461,-0.133067185,-0.097707995,0.031431667,0.08522563,0.011918161,0.165925631,-0.091981364,-0.069367252,0.011350354,-0.025939539,-0.008367282,-0.208681496,-0.720809827,-0.488629428,-0.018870002,-0.250705845,-0.155142266,-0.054906098,-0.000705992,-0.148867935,-0.011970758,-0.226701988,-0.807862845,-0.41782084,-0.000568536,0.01662913
609,8,N09,N,0,8_19,0.121754223,0.133894085,-0.101831431,-0.040746716,-0.019204143,-0.019392588,-0.051574633,0.030190347,0.02393448,0.035679056,-4.38E-05,0.012015522,-0.020185289,-0.048615191,0.005423886,-0.004635324,-0.000744379,0.135872061,-0.087770595,0.002163054,-0.055820738,0.030497783,0.169817669,-0.019789084,0.168758257,-0.019698991,0.011983829,-0.014835177,0.015608453,-0.072240316,0.005927412,-0.021481113,0.121009844,0.269766146,-0.189602026,-0.038583662,-0.075024881,0.011105194,0.118243036,0.010409386,0.192692737,0.0153991,0.011948556,-0.002813561,-0.004525959,-0.120855507,0.011353475,-0.025860901,0.122498602,-0.001977976,-0.014060836,-0.04290977,0.036616595,-0.049890371,-0.221392302,0.050006778,-0.144823778,0.055096009,-0.011936981,0.026805175,-0.035833007,0.023625126,-0.000459058,0.016784004
625,8,R02,R,0,8_22,0.07340269,-0.085020861,-0.030070427,0.042341282,0.18231869,0.054187095,0.257727823,0.030229819,0.038085213,0.035557568,-0.085743771,0.011683374,-0.020180428,0.122019515,0.005439729,0.110457813,-0.007088327,-0.182078807,0.133890089,0.078209542,-0.279005314,-0.154811111,-0.262820445,-0.019868658,0.179165215,-0.019680286,0.171747937,-0.014618318,0.015684166,-0.086594408,0.005898474,-0.084460686,0.066314363,-0.267099669,0.103819662,0.120550825,-0.096686624,-0.100624016,-0.005092622,0.010368502,0.217250428,0.015542503,0.086004166,-0.002834501,-0.004552445,0.035425107,0.011349364,0.025997128,0.080491016,0.097057946,-0.163960515,-0.03586826,0.461324004,0.208998206,0.520548268,0.05011361,-0.141080001,0.055063016,-0.257491708,0.026402036,-0.035875321,0.208613923,-0.000449782,0.194918499
641,8,P07,P,0,8_7,-0.000949531,0.358998257,-0.046543899,0.194177968,0.04872714,0.054475107,0.003077683,0.030256326,-0.061010725,0.035419379,-0.165298822,0.011955026,-0.020157788,-0.048209745,0.005447052,0.056883804,0.007498538,0.264381815,0.105921868,0.010284026,-0.053166799,-0.057614956,0.084025689,-0.019853828,0.176603354,-0.019800252,0.191999342,-0.014965289,0.015619217,-0.02855345,0.006020517,0.035704906,0.006567947,0.623380071,0.059377969,0.204461994,-0.004439659,-0.003139849,0.087103372,0.010397056,0.115592629,0.015485493,0.02670052,-0.00276399,-0.004541292,-0.076763195,0.011376514,0.092588711,-0.008332491,0.094616442,-0.152465767,0.183893941,0.101893939,0.112090062,-0.080948005,0.050042649,-0.237614078,0.055103387,-0.357298164,0.026878581,-0.035848458,-0.019656296,-0.000442338,0.021178898
657,8,N07,N,0,8_17,0.040837925,0.084625125,0.088225438,0.015018047,0.202963366,0.009731103,0.191447563,0.030295031,-0.020117992,0.035227679,-0.162436653,0.011859999,0.089137325,0.023985082,0.005458217,0.1010302,0.004128597,0.058804286,-0.114690011,-0.112250447,-0.202667056,-0.052907231,-0.158396568,-0.01980664,0.083051695,-0.019754325,0.101032247,-0.014820335,-0.213975848,-0.215501244,0.005909923,-0.167550713,0.044966522,0.14342941,-0.026464573,-0.0972324,0.00029631,-0.043176128,0.033050995,0.010398642,0.062933703,0.015414947,-0.061404406,-0.00282408,-0.124838523,-0.191516162,0.011345601,-0.066520513,0.036709328,0.025820839,0.202915449,0.127268493,0.405630422,0.062638334,0.34984413,0.050081766,-0.103169687,0.055056619,-0.263468901,0.026666056,0.303113173,0.239486326,-0.000440369,0.268580913
673,8,P06,P,0,8_6,0.175227349,0.187606717,-0.277011025,-0.35249699,-0.083823988,-0.395319825,-0.029228371,0.028356502,-0.005177491,0.031582042,-0.110374844,0.009967106,-0.29933142,-0.356415428,0.007293026,0.028989705,-0.221628759,-0.560738799,0.163107795,-0.096507048,0.038047638,-0.203638238,0.121601125,-0.019209895,0.238246658,-0.013240463,0.355602291,-0.019694832,0.168325576,-0.204455825,0.006567976,-0.048395731,-0.04640141,-0.403492918,-0.11390323,-0.449004038,-0.045776351,-0.598958063,0.092372754,0.010601321,0.233069167,0.007169374,0.245227447,-0.003305263,-0.131005844,-0.560871253,0.011531253,-0.019183415,0.396856108,0.778706351,-0.44011882,-0.255989943,-0.121871626,-0.191681587,-0.150829496,0.050801273,-0.243424149,0.049843463,-0.465977135,0.026451823,-0.467656996,-0.151959602,0.000131974,0.077358899
689,8,R03,R,0,8_23,-0.015445822,0.104514369,-0.003914706,0.345173418,0.121037292,0.233075687,0.064796882,0.030191214,0.162628753,0.035229249,0.212400208,0.011691397,-0.061818811,0.134605205,0.005395765,0.082023954,0.246956943,0.059144087,0.192578757,0.036357733,0.031562026,-0.00119347,0.151373801,-0.019721954,0.048088431,-0.019943042,0.015562966,-0.014511317,0.096666434,-0.030731137,0.005887099,-0.0090805,0.23151112,0.163658457,0.188664051,0.38153115,0.152599318,0.231882216,0.216170683,0.010438884,0.210717183,0.015706811,0.227963174,-0.002915586,0.034847623,0.103823297,0.011350628,0.072884251,-0.262402765,0.045370282,-0.196493463,0.308815685,0.089475266,0.234269157,-0.086576919,0.050105531,0.114540322,0.05531154,0.196837242,0.02626145,-0.158485245,0.165336854,-0.000467578,0.091063314
705,8,N02,N,0,8_12,-0.088593237,-0.056194032,-0.040187355,-0.00711653,-0.003393727,-0.041760357,0.040571475,0.030219687,0.042368131,0.03533802,0.033047119,0.011913055,0.079827142,-0.068858533,0.005428797,-0.012664852,0.075018764,0.052500938,0.031562695,0.007310012,0.014969177,-0.023127814,-0.02539639,-0.019786126,0.040693843,-0.019794034,0.015340569,-0.014832429,-0.116050641,-0.085203586,0.005907209,-0.018946793,-0.013574474,-0.003693094,-0.00862466,0.000193482,0.011569254,-0.064888171,0.015175085,0.010401952,0.083061974,0.015512716,0.048387688,-0.002827799,-0.036223498,-0.154062119,0.011347225,-0.031611645,-0.163612001,-0.10869497,-0.071750051,-0.014426542,-0.018303416,-0.018632543,0.065967865,0.050028594,0.001674288,0.055161836,0.017706549,0.026720125,0.195877783,0.016345053,-0.000461412,0.00628194
721,8,N08,N,0,8_18,-0.017108347,0.108931698,-0.060013925,0.245616315,0.134953947,0.320647961,0.216685851,0.03030882,0.160509117,0.035358754,0.00553594,0.011720933,-0.22019882,0.350427158,0.005494218,0.068772027,0.181114278,0.044870845,0.170217758,0.040113117,-0.094008926,-0.065374529,0.018167013,-0.01982148,0.083487488,-0.019899936,0.12681394,-0.01441428,0.123384757,0.007394701,0.005930906,-0.022635405,0.164005931,0.153802542,0.110203833,0.285729432,0.040945021,0.255273432,0.234852864,0.010418874,0.243996604,0.015662651,0.13234988,-0.002841139,-0.096814063,0.357821859,0.011363602,0.046136622,-0.198222624,0.064060853,-0.230231684,0.205503198,0.228962872,0.38602249,0.198518838,0.050144633,0.077021629,0.055235761,-0.121277999,0.026243315,-0.343583577,0.343032458,-0.000443949,0.091407432
737,8,N05,N,0,8_15,-0.132163365,-0.058574254,-0.205862556,-0.163602813,-0.120462531,-0.128443222,-0.031584508,0.030186012,0.054442886,0.035526729,3.41E-05,0.011964915,-0.4169361,-0.386468965,0.005410494,-0.179053761,0.085406963,0.075225998,0.164762166,0.071191964,0.058433155,-0.027372155,0.040441434,-0.019815917,-0.029300885,-0.01986037,0.01193127,-0.014808271,0.371190358,0.125568778,0.005960959,0.129985557,-0.046756402,0.016651744,-0.04110039,-0.092410849,-0.062029376,-0.155815377,0.008856926,0.010388883,0.025142001,0.015625926,0.011851177,-0.002823718,-0.045745742,-0.260900187,0.011363711,-0.049068205,-0.217570328,-0.133800252,-0.370624723,-0.234794778,-0.178895687,-0.101071067,-0.072025942,0.04998132,0.08374377,0.055274186,-0.011918171,0.026788316,-0.788126458,-0.512037742,-0.000509197,-0.309039318
753,8,R10,R,0,8_30,0.123138483,-0.074930497,0.006602854,-0.028163184,0.015851388,0.00206127,-0.039634262,0.030143576,0.015437089,0.035625061,-5.40E-05,0.011992099,-0.036983058,0.023052602,0.005444542,0.019902762,-0.195430171,-0.121623183,-0.137820727,-0.070125316,-0.188527794,-0.118975305,-0.175357403,-0.01983168,0.016085214,-0.019689295,0.011897294,-0.014780058,-0.064960744,-0.039727362,0.005892111,0.008477954,-0.072291688,-0.19655368,-0.131217873,-0.0982885,-0.172676406,-0.116914035,-0.214991665,0.010371643,0.031395564,0.015489399,0.011851006,-0.002816794,-0.101943802,-0.01667476,0.011342383,0.028380715,0.318568654,0.046692686,0.144423581,0.041962132,0.204379182,0.121036575,0.135723141,0.050029091,-0.000617858,0.055109381,-0.011907673,0.026674853,0.027977687,0.062779965,-0.000495841,0.011424808
769,8,N10,N,0,8_20,0.435953105,0.542608312,0.369999983,0.758952988,0.32289772,0.602114907,0.279623761,0.030378449,0.221653135,0.035080354,0.20549789,0.011429825,-0.020303517,0.579014746,0.005544084,0.185272623,0.157957138,0.14594762,0.093753261,0.138870092,-0.186848078,0.10392851,-0.105389967,-0.019751371,-0.081329214,-0.019883208,-0.075458951,-0.014153806,0.01570077,0.126408103,0.005960726,0.068406278,0.593910243,0.688555932,0.463753244,0.897823081,0.136049641,0.706043417,0.174233794,0.010460297,0.140323921,0.015536156,0.130038939,-0.002896857,-0.004416331,0.705422849,0.011378666,0.2536789,0.277995968,0.396660692,0.276246722,0.620082896,0.509745798,0.498186397,0.385013727,0.050222825,0.302982349,0.055208426,0.280956841,0.025782469,-0.035849735,0.452606643,-0.000372712,0.116866345
785,9,N04,N,0,9_14,-0.245126866,-0.288479389,0.264324291,0.123211257,0.26164623,0.009599618,0.092034312,-0.013969221,-0.045135513,-0.070049293,0.000199845,0.18667329,-0.046492013,0.318349487,-0.220657122,-0.155184847,0.068568903,-0.081164794,0.01725381,0.101168875,-0.010236031,-0.012231295,-0.117158034,-0.121623953,-0.092341045,-0.093709059,0.011800669,-0.02663692,-0.310149667,-0.36956637,-0.119052803,-0.207532093,-0.176557964,-0.369644182,0.281578101,0.224380132,0.251487435,-0.00264773,-0.025123723,-0.135593174,-0.137476558,-0.163758352,0.011888936,0.16003637,-0.35664168,-0.051216883,-0.339709925,-0.36271694,-0.313695769,-0.207314595,0.247070481,0.022042382,0.271943369,0.021851897,0.209192346,0.107654732,0.047205533,0.023659766,-0.011852407,0.21331021,0.263657654,0.687915857,-0.10160432,0.052347246
801,9,N03,N,0,9_13,-0.098889933,-0.008208079,-0.264894346,-0.256973533,-0.217357024,-0.129315079,-0.083899057,0.039466977,0.015405886,0.035620323,-3.06E-05,0.012039574,-0.02019119,-0.006224128,0.001996019,-0.004696703,0.021058981,0.093828822,0.089365171,0.046794559,-0.002239453,-0.076061992,-0.061354483,-0.032668118,0.016044537,-0.019740176,0.01192813,-0.01484715,0.015625754,-0.014866167,0.093531992,-0.02144273,-0.077830952,0.085620742,-0.175529175,-0.210178974,-0.219596477,-0.205377071,-0.14525354,0.006798859,0.031417893,0.015490081,0.01190096,-0.002773363,-0.004515293,-0.021153741,0.095528011,-0.025830257,-0.119948915,-0.102036901,-0.354259517,-0.303768092,-0.215117571,-0.053253087,-0.022544573,0.072135094,-0.000631916,0.055154557,-0.011911711,0.02689739,-0.035843722,0.008676104,-0.091535973,0.016778425
810,9,N01,N,0,9_11,-0.111832491,-0.15805159,0.026401616,0.010978724,0.118504513,0.178321689,0.201338562,0.117769273,0.114326624,0.03543365,7.72E-05,0.011982716,-0.02021776,-0.0062488,-0.117514152,-0.042516337,-0.017236724,-0.118257201,0.008048675,0.006100696,-0.003642942,-0.100344175,-0.028499992,-0.059534201,0.053596676,-0.019760398,0.011825647,-0.014693397,0.015661566,-0.0149041,0.010782345,0.033055203,-0.129069215,-0.276308791,0.03445029,0.01707942,0.114861571,0.077977513,0.172838569,0.058235072,0.1679233,0.015497058,0.012014443,-0.002803186,-0.004552507,-0.021103157,-0.106731807,-0.009476974,-0.094595766,-0.039794389,0.018352941,0.004878028,0.122147455,0.278665864,0.229838554,0.177303474,0.060729949,0.055141444,-0.011875368,0.02667888,-0.035869479,0.008679979,-0.128296497,-0.075554385
826,9,N08,N,0,9_18,-0.077361547,-0.289701811,0.396641089,0.73477028,0.394859515,0.554992256,0.125418548,0.140768792,0.015644738,0.034919701,1.21E-05,0.011860761,-0.020248657,0.677475712,-0.199329993,-0.092355827,-0.200974762,-0.264533794,0.00248284,0.078231394,0.147351542,0.15138516,0.046149304,0.090760801,0.016013625,-0.019919075,0.011646717,-0.014436444,0.015683861,-0.026937219,-0.033162622,-0.073936749,-0.278336309,-0.554235605,0.399123929,0.813001674,0.542211056,0.706377416,0.171567852,0.231529593,0.031531257,0.015673359,0.012053818,-0.002840972,-0.004450012,0.650538493,-0.232492615,-0.166292576,0.123613215,-0.025168017,0.394158248,0.656538885,0.247507973,0.403607096,0.079269243,0.050007991,-0.000576453,0.055195697,-0.011914551,0.026203791,-0.03583819,0.704412931,-0.166167371,-0.018419078
